2019	10	8	東京	1	1013.8	1016.7	3	18.6	18.6	21.4	100	1.9	北北西			×	×			
2019	10	8	東京	2	1013	1015.9	1	18.5	18.5	21.3	100	1.5	北			×	×			
2019	10	8	東京	3	1011.9	1014.8	1	18.4	18.4	21.2	100	0.8	北西			×	×	雨	10	4
2019	10	8	東京	4	1010.9	1013.7	0.5	18.5	18.5	21.3	100	0.7	北東			×	×			
2019	10	8	東京	5	1010.4	1013.2	0	18.4	18.4	21.2	100	1.2	北西			×	×			
2019	10	8	東京	6	1009.6	1012.4	0	18.6	18.6	21.4	100	0.8	西	0	0.01	×	×	曇	10	4
2019	10	8	東京	7	1009.6	1012.4	--	19.1	19.1	22.1	100	0.8	西	0	0.11	×	×			
2019	10	8	東京	8	1009	1011.8	--	19.6	19.6	22.8	100	0.7	南	0	0.2	×	×			
2019	10	8	東京	9	1008.6	1011.4	--	20.5	20.5	24.1	100	1.1	南南西	0	0.45	×	×	曇	10-	8
2019	10	8	東京	10	1007.5	1010.3	--	22	21.2	25.1	95	3.5	南	0.1	0.92	×	×			
2019	10	8	東京	11	1006.2	1009	--	23.7	20.8	24.6	84	3.5	南南西	0.3	1.66	×	×			
2019	10	8	東京	12	1004.9	1007.7	--	25.5	21.6	25.8	79	4.3	南南西	0	1.46	×	×	曇	10-	20
2019	10	8	東京	13	1003.7	1006.4	--	26.1	21.3	25.4	75	6.3	南南西	0.5	1.63	×	×			
2019	10	8	東京	14	1003.1	1005.8	--	25.9	21.4	25.4	76	5.4	南	0.2	0.94	×	×			
2019	10	8	東京	15	1003	1005.7	--	26.2	21	24.8	73	4.2	南南西	0	0.67	×	×	曇	10-	20
2019	10	8	東京	16	1002.9	1005.6	--	25.8	20.8	24.6	74	4.6	南南西	0.1	0.58	×	×			
2019	10	8	東京	17	1003.6	1006.4	--	24.9	20.6	24.3	77	3.4	南南西	0	0.2	×	×			
2019	10	8	東京	18	1004.4	1007.2	--	22.2	20	23.3	87	2.3	北北西	0	0.01	×	×	曇	10-	20
2019	10	8	東京	19	1005	1007.8	--	21.5	19.8	23.1	90	1.7	北北西			×	×			
2019	10	8	東京	20	1005.1	1007.9	--	21.1	19.9	23.3	93	2.2	北西			×	×			
2019	10	8	東京	21	1005.4	1008.2	--	21.3	20	23.3	92	3	西北西			×	×	薄曇	10-	20
2019	10	8	東京	22	1005.8	1008.6	--	21.3	19.8	23.1	91	2	西北西			×	×			
2019	10	8	東京	23	1006.1	1008.9	--	21.5	19.6	22.8	89	2	北西			×	×			
2019	10	8	東京	24	1006.2	1009	--	21.5	16	18.2	71	3.9	北西			×	×			
2019	10	9	東京	1	1006.5	1009.3	--	21.3	11.6	13.7	54	5.5	北西			×	×			
